id_venda,data_venda,ano,trimestre,mes,mes_venda,id_cliente,nome_cliente,cidade,estado,regiao,id_produto,produto,categoria,quantidade,preco_unitario,desconto,valor_desconto,receita_total,faixa_receita_item,previsao_entrega,data_entrega,desvio_entrega_dias,atrasado
ORD02470,2025-03-20,2025,Q1,3,Março,Cliente_259,Melissa da Rocha,São Bernardo do Campo,SP,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,3,769.9,0.0151,34.89,2274.81,Médio Valor,2025-03-23,2025-03-23,0,False
ORD02471,2025-03-20,2025,Q1,3,Março,Cliente_262,Maria Eduarda Peixoto,Sobral,CE,Nordeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,2,53.9,0.0964,10.4,97.4,Baixo Valor,2025-03-27,2025-03-27,0,False
ORD02472,2025-03-20,2025,Q1,3,Março,Cliente_264,Sr. Noah da Paz,Itacoatiara,AM,Norte,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,2,1072.0,0.0425,91.12,2052.88,Médio Valor,2025-03-24,2025-03-24,0,False
ORD02473,2025-03-20,2025,Q1,3,Março,Cliente_302,Emilly Farias,Ribeirão Preto,SP,Sudeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,4,53.9,0.1238,26.68,188.92,Baixo Valor,2025-03-25,2025-03-24,-1,False
ORD02474,2025-03-20,2025,Q1,3,Março,Cliente_329,Sra. Daniela Aragão,Duque de Caxias,RJ,Sudeste,P0017,ACER Notebook Gamer Nitro,Informática,1,4604.0,0.1102,507.36,4096.64,Médio Valor,2025-03-23,2025-03-27,4,True
ORD02475,2025-03-20,2025,Q1,3,Março,Cliente_330,Rebeca Farias,Cascavel,PR,Sul,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,3,17.9,0.27,14.49,39.21,Baixo Valor,2025-03-25,2025-03-26,1,True
ORD02476,2025-03-20,2025,Q1,3,Março,Cliente_331,Guilherme Cavalcanti,Juiz de Fora,MG,Sudeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,4,129.86,0.0631,32.76,486.68,Baixo Valor,2025-03-25,2025-03-23,-2,False
ORD02477,2025-03-20,2025,Q1,3,Março,Cliente_336,Ana Lívia Dias,Feira de Santana,BA,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2,3049.99,0.0336,204.96,5895.02,Alto Valor,2025-03-25,2025-03-28,3,True
ORD02478,2025-03-20,2025,Q1,3,Março,Cliente_337,Benício Fernandes,Castanhal,PA,Norte,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,2,1799.01,0.0118,42.46,3555.56,Médio Valor,2025-03-24,2025-03-23,-1,False
ORD02479,2025-03-20,2025,Q1,3,Março,Cliente_340,Bruno Cardoso,Gravataí,RS,Sul,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,2,49.9,0.0132,1.32,98.48,Baixo Valor,2025-03-27,2025-03-25,-2,False
ORD02480,2025-03-20,2025,Q1,3,Março,Cliente_346,Enzo Teixeira,Pelotas,RS,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,2,1072.0,0.0349,74.82,2069.18,Médio Valor,2025-03-27,2025-03-26,-1,False
ORD02481,2025-03-20,2025,Q1,3,Março,Cliente_352,Eduarda Cardoso,Campinas,SP,Sudeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3,51.8,0.0842,13.08,142.32,Baixo Valor,2025-03-23,2025-03-25,2,True
ORD02482,2025-03-20,2025,Q1,3,Março,Cliente_360,Mariane Campos,Teresina,PI,Nordeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,3,899.0,0.0068,18.33,2678.67,Médio Valor,2025-03-24,2025-03-24,0,False
ORD02483,2025-03-20,2025,Q1,3,Março,Cliente_517,Letícia Cunha,Parnamirim,RN,Nordeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,3,51.8,0.1106,17.19,138.21,Baixo Valor,2025-03-24,2025-03-24,0,False
ORD02484,2025-03-21,2025,Q1,3,Março,Cliente_024,Juliana Ferreira,Itacoatiara,AM,Norte,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,2,129.86,0.0175,4.54,255.18,Baixo Valor,2025-03-24,2025-03-24,0,False
ORD02485,2025-03-21,2025,Q1,3,Março,Cliente_027,Davi Lucas Gomes,Ribeirão Preto,SP,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,3,3049.99,0.0973,890.28,8259.69,Alto Valor,2025-03-23,2025-03-22,-1,False
ORD02486,2025-03-21,2025,Q1,3,Março,Cliente_034,Clarice Barbosa,Ji-Paraná,RO,Norte,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,2,51.8,0.027,2.8,100.8,Baixo Valor,2025-03-28,2025-03-26,-2,False
ORD02487,2025-03-21,2025,Q1,3,Março,Cliente_064,Anthony Aragão,Cachoeiro de Itapemirim,ES,Sudeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,2,949.0,0.0644,122.24,1775.76,Médio Valor,2025-03-29,2025-03-27,-2,False
ORD02488,2025-03-21,2025,Q1,3,Março,Cliente_096,Dr. Luiz Henrique Pereira,Contagem,MG,Sudeste,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,1,124.91,0.0228,2.85,122.06,Baixo Valor,2025-03-25,2025-03-30,5,True
ORD02489,2025-03-21,2025,Q1,3,Março,Cliente_106,Nicolas Costela,Contagem,MG,Sudeste,P0020,Teclado Mecanico Fizz,Informática,3,174.9,0.0766,40.2,484.5,Baixo Valor,2025-03-26,2025-03-23,-3,False
ORD02490,2025-03-21,2025,Q1,3,Março,Cliente_126,Luiz Fernando da Costa,Juiz de Fora,MG,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,3,3049.99,0.0603,551.73,8598.24,Alto Valor,2025-03-28,2025-03-30,2,True
ORD02491,2025-03-21,2025,Q1,3,Março,Cliente_127,Lucas Gabriel Jesus,Ji-Paraná,RO,Norte,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,4,129.86,0.047,24.4,495.04,Baixo Valor,2025-03-28,2025-04-04,7,True
ORD02492,2025-03-21,2025,Q1,3,Março,Cliente_143,Cecília Barros,Londrina,PR,Sul,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,3,1799.01,0.0914,493.29,4903.74,Médio Valor,2025-03-24,2025-03-24,0,False
ORD02493,2025-03-21,2025,Q1,3,Março,Cliente_161,Murilo Monteiro,Currais Novos,RN,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,1,1626.57,0.0045,7.32,1619.25,Médio Valor,2025-03-30,2025-03-30,0,False
ORD02494,2025-03-21,2025,Q1,3,Março,Cliente_175,Srta. Gabriela Caldeira,Rio Branco,AC,Norte,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1,129.86,0.1444,18.75,111.11,Baixo Valor,2025-03-29,2025-03-31,2,True
ORD02495,2025-03-21,2025,Q1,3,Março,Cliente_200,Ian da Mata,Boa Vista,RR,Norte,P0027,Caixa de Som Bluetooth JBL,Áudio,3,549.9,0.0983,162.18,1487.52,Médio Valor,2025-03-28,2025-03-27,-1,False
ORD02496,2025-03-21,2025,Q1,3,Março,Cliente_209,Eduarda Nunes,Recife,PE,Nordeste,P0026,Cabo USB-C Trançado 2m,Acessórios Mobile,3,34.9,0.0216,2.25,102.45,Baixo Valor,2025-03-29,2025-03-27,-2,False
ORD02497,2025-03-21,2025,Q1,3,Março,Cliente_215,Olivia Souza,Camaçari,BA,Nordeste,P0019,Mouse Redragon Wireless,Informática,3,165.99,0.35,174.3,323.67,Baixo Valor,2025-03-27,2025-03-25,-2,False
ORD02498,2025-03-21,2025,Q1,3,Março,Cliente_220,Larissa da Paz,Caucaia,CE,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,4,428.99,0.0369,63.32,1652.64,Médio Valor,2025-03-25,2025-03-24,-1,False
ORD02499,2025-03-21,2025,Q1,3,Março,Cliente_227,Bruno Nascimento,Bayeux,PB,Nordeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,1,49.9,0.0499,2.49,47.41,Baixo Valor,2025-03-30,2025-03-28,-2,False
ORD02500,2025-03-21,2025,Q1,3,Março,Cliente_255,Anthony Pires,Caxias do Sul,RS,Sul,P0027,Caixa de Som Bluetooth JBL,Áudio,3,549.9,0.1014,167.28,1482.42,Médio Valor,2025-03-25,2025-03-23,-2,False
ORD02501,2025-03-21,2025,Q1,3,Março,Cliente_264,Sr. Noah da Paz,Itacoatiara,AM,Norte,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,4,51.8,0.1296,26.84,180.36,Baixo Valor,2025-03-23,2025-03-22,-1,False
ORD02502,2025-03-21,2025,Q1,3,Março,Cliente_264,Sr. Noah da Paz,Itacoatiara,AM,Norte,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,3,3049.99,0.0501,458.4,8691.57,Alto Valor,2025-03-23,2025-03-23,0,False
ORD02503,2025-03-21,2025,Q1,3,Março,Cliente_267,Manuela Monteiro,Joinville,SC,Sul,P0001,Samsung Galaxy A36,Smartphones e Tablets,4,1979.1,0.095,752.04,7164.36,Alto Valor,2025-03-23,2025-03-23,0,False
ORD02504,2025-03-21,2025,Q1,3,Março,Cliente_302,Emilly Farias,Ribeirão Preto,SP,Sudeste,P0018,"Monitor UHD Samsung 32""",Informática,1,1626.57,0.0359,58.39,1568.18,Médio Valor,2025-03-23,2025-03-26,3,True
ORD02505,2025-03-21,2025,Q1,3,Março,Cliente_308,Enzo Gabriel Costa,Londrina,PR,Sul,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,1,17.9,0.0399,0.71,17.19,Baixo Valor,2025-03-28,2025-03-28,0,False
ORD02506,2025-03-21,2025,Q1,3,Março,Cliente_317,Catarina Ramos,Ferreira Gomes,AP,Norte,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,4,124.91,0.0494,24.68,474.96,Baixo Valor,2025-03-27,2025-03-27,0,False
ORD02507,2025-03-21,2025,Q1,3,Março,Cliente_328,Luiza Lopes,Olinda,PE,Nordeste,P0017,ACER Notebook Gamer Nitro,Informática,1,4604.0,0.016,73.66,4530.34,Médio Valor,2025-03-29,2025-04-02,4,True
ORD02508,2025-03-21,2025,Q1,3,Março,Cliente_398,Sr. Luiz Miguel Mendes,Rio de Janeiro,RJ,Sudeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,2,1979.1,0.0993,393.04,3565.16,Médio Valor,2025-03-28,2025-03-27,-1,False
ORD02509,2025-03-21,2025,Q1,3,Março,Cliente_402,Catarina Gonçalves,Niterói,RJ,Sudeste,P0027,Caixa de Som Bluetooth JBL,Áudio,2,549.9,0.1092,120.1,979.7,Médio Valor,2025-03-25,2025-03-26,1,True
ORD02510,2025-03-21,2025,Q1,3,Março,Cliente_404,João Gabriel Duarte,Gravataí,RS,Sul,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,4,1079.0,0.0495,213.64,4102.36,Médio Valor,2025-03-23,2025-03-27,4,True
ORD02511,2025-03-21,2025,Q1,3,Março,Cliente_408,Maria Julia Duarte,Marabá,PA,Norte,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,2,1079.0,0.1346,290.46,1867.54,Médio Valor,2025-03-30,2025-03-30,0,False
ORD02512,2025-03-21,2025,Q1,3,Março,Cliente_484,Rafael Novaes Nogueira,Santa Maria,RS,Sul,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,3,53.9,0.0228,3.69,158.01,Baixo Valor,2025-03-23,2025-03-22,-1,False
ORD02513,2025-03-22,2025,Q1,3,Março,Cliente_003,Giovanna Aragão,Belém,PA,Norte,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,4,49.9,0.033,6.6,193.0,Baixo Valor,2025-03-25,2025-03-23,-2,False
ORD02514,2025-03-22,2025,Q1,3,Março,Cliente_008,Thales Pereira,Cascavel,PR,Sul,P0018,"Monitor UHD Samsung 32""",Informática,2,1626.57,0.082,266.76,2986.38,Médio Valor,2025-03-25,2025-03-25,0,False
ORD02515,2025-03-22,2025,Q1,3,Março,Cliente_031,Stella Peixoto,Duque de Caxias,RJ,Sudeste,P0017,ACER Notebook Gamer Nitro,Informática,3,4604.0,0.0343,473.76,13338.24,Alto Valor,2025-03-24,2025-03-31,7,True
ORD02516,2025-03-22,2025,Q1,3,Março,Cliente_039,Bruna Almeida,Gravataí,RS,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,1,1072.0,0.0332,35.59,1036.41,Médio Valor,2025-03-28,2025-03-27,-1,False
ORD02517,2025-03-22,2025,Q1,3,Março,Cliente_058,Sr. Nathan Peixoto,Itacoatiara,AM,Norte,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,1,2742.13,0.1052,288.47,2453.66,Médio Valor,2025-03-24,2025-03-25,1,True
ORD02518,2025-03-22,2025,Q1,3,Março,Cliente_075,Rafaela Peixoto,Ribeirão Preto,SP,Sudeste,P0018,"Monitor UHD Samsung 32""",Informática,1,1626.57,0.1245,202.51,1424.06,Médio Valor,2025-03-28,2025-03-26,-2,False
ORD02519,2025-03-22,2025,Q1,3,Março,Cliente_090,Caio Novaes,Blumenau,SC,Sul,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,2,124.91,0.139,34.72,215.1,Baixo Valor,2025-03-26,2025-03-27,1,True
ORD02520,2025-03-22,2025,Q1,3,Março,Cliente_100,Beatriz Costa,Bom Jesus,PI,Nordeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,3,53.9,0.0858,13.86,147.84,Baixo Valor,2025-03-29,2025-03-30,1,True
ORD02521,2025-03-22,2025,Q1,3,Março,Cliente_103,Emanuel Aragão,Manaus,AM,Norte,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,3,1079.0,0.0294,95.16,3141.84,Médio Valor,2025-03-31,2025-03-31,0,False
ORD02522,2025-03-22,2025,Q1,3,Março,Cliente_115,Gabrielly da Conceição,Serra,ES,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,4,3049.99,0.0065,79.28,12120.68,Alto Valor,2025-03-30,2025-03-29,-1,False
ORD02523,2025-03-22,2025,Q1,3,Março,Cliente_120,Laís das Neves,Tarauacá,AC,Norte,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,3,2742.13,0.0748,615.33,7611.06,Alto Valor,2025-03-25,2025-03-23,-2,False
ORD02524,2025-03-22,2025,Q1,3,Março,Cliente_148,Sr. Kaique da Mota,Feira de Santana,BA,Nordeste,P0020,Teclado Mecanico Fizz,Informática,1,174.9,0.0259,4.53,170.37,Baixo Valor,2025-03-30,2025-03-29,-1,False
ORD02525,2025-03-22,2025,Q1,3,Março,Cliente_149,Manuela Santos,Caxias do Sul,RS,Sul,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,3,124.91,0.0359,13.44,361.29,Baixo Valor,2025-03-25,2025-03-25,0,False
ORD02526,2025-03-22,2025,Q1,3,Março,Cliente_154,Juan Duarte,São Paulo,SP,Sudeste,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,1,1799.01,0.1039,186.92,1612.09,Médio Valor,2025-03-25,2025-03-24,-1,False
ORD02527,2025-03-22,2025,Q1,3,Março,Cliente_172,Luiz Gustavo Rocha,Porto Alegre,RS,Sul,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,3,129.86,0.0566,22.05,367.53,Baixo Valor,2025-03-27,2025-03-26,-1,False
ORD02528,2025-03-22,2025,Q1,3,Março,Cliente_186,Dra. Helena Teixeira,Bom Jesus,PI,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2,3049.99,0.1255,765.54,5334.44,Alto Valor,2025-03-26,2025-03-25,-1,False
ORD02529,2025-03-22,2025,Q1,3,Março,Cliente_191,Juliana Pereira,Ribeirão Preto,SP,Sudeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,4,899.0,0.0752,270.4,3325.6,Médio Valor,2025-03-24,2025-03-23,-1,False
ORD02530,2025-03-22,2025,Q1,3,Março,Cliente_215,Olivia Souza,Camaçari,BA,Nordeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,3,49.9,0.1033,15.45,134.25,Baixo Valor,2025-03-25,2025-03-24,-1,False
ORD02531,2025-03-22,2025,Q1,3,Março,Cliente_217,Otávio Sales,Porto Nacional,TO,Norte,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1,3049.99,0.1852,564.86,2485.13,Médio Valor,2025-03-25,2025-03-23,-2,False
ORD02532,2025-03-22,2025,Q1,3,Março,Cliente_219,Natália da Luz,Cascavel,PR,Sul,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,3,949.0,0.1262,359.28,2487.72,Médio Valor,2025-03-25,2025-03-23,-2,False
ORD02533,2025-03-22,2025,Q1,3,Março,Cliente_225,Enzo Gabriel Ramos,Caxias,MA,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,1,428.99,0.0039,1.67,427.32,Baixo Valor,2025-04-01,2025-04-06,5,True
ORD02534,2025-03-22,2025,Q1,3,Março,Cliente_231,Maria Luiza Rezende,Maringá,PR,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,2,1072.0,0.1209,259.2,1884.8,Médio Valor,2025-03-24,2025-03-23,-1,False
ORD02535,2025-03-22,2025,Q1,3,Março,Cliente_234,Leonardo Oliveira,Maringá,PR,Sul,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,4,949.0,0.0156,59.2,3736.8,Médio Valor,2025-03-26,2025-03-25,-1,False
ORD02536,2025-03-22,2025,Q1,3,Março,Cliente_256,Daniela Fogaça,Florianópolis,SC,Sul,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,4,53.9,0.0534,11.52,204.08,Baixo Valor,2025-03-27,2025-03-27,0,False
ORD02537,2025-03-22,2025,Q1,3,Março,Cliente_259,Melissa da Rocha,São Bernardo do Campo,SP,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1,3049.99,0.1301,396.8,2653.19,Médio Valor,2025-03-28,2025-04-04,7,True
ORD02538,2025-03-22,2025,Q1,3,Março,Cliente_279,Sofia Santos,Chapecó,SC,Sul,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,4,1799.01,0.1081,777.88,6418.16,Alto Valor,2025-03-24,2025-03-23,-1,False
ORD02539,2025-03-22,2025,Q1,3,Março,Cliente_330,Rebeca Farias,Cascavel,PR,Sul,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,1,17.9,0.0745,1.33,16.57,Baixo Valor,2025-03-26,2025-03-25,-1,False
ORD02540,2025-03-22,2025,Q1,3,Março,Cliente_330,Rebeca Farias,Cascavel,PR,Sul,P0015,Fone de Ouvido Profissional AKG K92,Áudio,1,428.99,0.0547,23.47,405.52,Baixo Valor,2025-03-24,2025-03-24,0,False
ORD02541,2025-03-22,2025,Q1,3,Março,Cliente_336,Ana Lívia Dias,Feira de Santana,BA,Nordeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,3,949.0,0.0857,243.99,2603.01,Médio Valor,2025-03-27,2025-03-24,-3,False
ORD02542,2025-03-22,2025,Q1,3,Março,Cliente_376,Eduarda Melo,Serra,ES,Sudeste,P0027,Caixa de Som Bluetooth JBL,Áudio,1,549.9,0.1072,58.95,490.95,Baixo Valor,2025-03-26,2025-03-26,0,False
ORD02543,2025-03-22,2025,Q1,3,Março,Cliente_379,Maitê da Conceição,Manaus,AM,Norte,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,1,769.9,0.0707,54.43,715.47,Médio Valor,2025-03-26,2025-03-27,1,True
ORD02544,2025-03-22,2025,Q1,3,Março,Cliente_382,Bryan Ribeiro,Cachoeiro de Itapemirim,ES,Sudeste,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,1,2742.13,0.1225,335.91,2406.22,Médio Valor,2025-03-24,2025-03-24,0,False
ORD02545,2025-03-22,2025,Q1,3,Março,Cliente_394,Eduardo Oliveira,Ribeirão Preto,SP,Sudeste,P0020,Teclado Mecanico Fizz,Informática,2,174.9,0.0374,13.08,336.72,Baixo Valor,2025-03-25,2025-03-23,-2,False
ORD02546,2025-03-22,2025,Q1,3,Março,Cliente_395,Luiz Henrique Castro,Betim,MG,Sudeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,3,1979.1,0.0743,441.15,5496.15,Alto Valor,2025-03-30,2025-03-30,0,False
ORD02547,2025-03-22,2025,Q1,3,Março,Cliente_402,Catarina Gonçalves,Niterói,RJ,Sudeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3,428.99,0.1189,153.03,1133.94,Médio Valor,2025-03-29,2025-03-26,-3,False
ORD02548,2025-03-22,2025,Q1,3,Março,Cliente_414,Stephany Melo,Timon,MA,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,4,3049.99,0.1052,1283.44,10916.52,Alto Valor,2025-03-28,2025-03-26,-2,False
ORD02549,2025-03-22,2025,Q1,3,Março,Cliente_418,Benício Monteiro,Nova Iguaçu,RJ,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,1,769.9,0.032,24.64,745.26,Médio Valor,2025-03-26,2025-03-26,0,False
ORD02550,2025-03-22,2025,Q1,3,Março,Cliente_462,Srta. Cruz,Vitória,ES,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,3,769.9,0.0533,123.12,2186.58,Médio Valor,2025-03-26,2025-03-25,-1,False
ORD02551,2025-03-22,2025,Q1,3,Março,Cliente_464,Esther Nunes Ribeiro,Florianópolis,SC,Sul,P0025,Webcam Logitech Full HD,Informática,2,329.9,0.0771,50.88,608.92,Médio Valor,2025-03-24,2025-03-29,5,True
ORD02552,2025-03-23,2025,Q1,3,Março,Cliente_012,Dr. Arthur da Cunha,Caracaraí,RR,Norte,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,2,53.9,0.0126,1.36,106.44,Baixo Valor,2025-03-28,2025-03-29,1,True
ORD02553,2025-03-23,2025,Q1,3,Março,Cliente_019,Gabriela da Paz,Uberlândia,MG,Sudeste,P0021,SSD Crucial 1TB NVMe M.2,Informática,4,449.0,0.026,46.68,1749.32,Médio Valor,2025-03-28,2025-03-27,-1,False
ORD02554,2025-03-23,2025,Q1,3,Março,Cliente_061,Dr. Emanuel Fogaça,Porto Nacional,TO,Norte,P0018,"Monitor UHD Samsung 32""",Informática,1,1626.57,0.0201,32.69,1593.88,Médio Valor,2025-03-27,2025-03-26,-1,False
ORD02555,2025-03-23,2025,Q1,3,Março,Cliente_061,Dr. Emanuel Fogaça,Porto Nacional,TO,Norte,P0019,Mouse Redragon Wireless,Informática,2,165.99,0.0128,4.24,327.74,Baixo Valor,2025-03-28,2025-03-27,-1,False
ORD02556,2025-03-23,2025,Q1,3,Março,Cliente_069,Levi da Rosa,Porto Nacional,TO,Norte,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,1,1799.01,0.0104,18.71,1780.3,Médio Valor,2025-03-28,2025-03-27,-1,False
ORD02557,2025-03-23,2025,Q1,3,Março,Cliente_082,Felipe Gomes,Caicó,RN,Nordeste,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,3,2742.13,0.0758,623.55,7602.84,Alto Valor,2025-04-01,2025-03-31,-1,False
ORD02558,2025-03-23,2025,Q1,3,Março,Cliente_090,Caio Novaes,Blumenau,SC,Sul,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,4,1799.01,0.0775,557.68,6638.36,Alto Valor,2025-03-26,2025-03-25,-1,False
ORD02559,2025-03-23,2025,Q1,3,Março,Cliente_093,Bárbara Martins,Feira de Santana,BA,Nordeste,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,3,1799.01,0.1465,790.65,4606.38,Médio Valor,2025-03-25,2025-03-25,0,False
ORD02560,2025-03-23,2025,Q1,3,Março,Cliente_099,Srta. Maria Luiza Rocha,Blumenau,SC,Sul,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1,3049.99,0.1625,495.62,2554.37,Médio Valor,2025-03-26,2025-03-25,-1,False
ORD02561,2025-03-23,2025,Q1,3,Março,Cliente_117,Dra. Maysa Fogaça,Propriá,SE,Nordeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,2,49.9,0.0609,6.08,93.72,Baixo Valor,2025-03-29,2025-03-29,0,False
ORD02562,2025-03-23,2025,Q1,3,Março,Cliente_129,Pietra Gonçalves,Duque de Caxias,RJ,Sudeste,P0018,"Monitor UHD Samsung 32""",Informática,3,1626.57,0.0306,149.31,4730.4,Médio Valor,2025-03-25,2025-03-25,0,False
ORD02563,2025-03-23,2025,Q1,3,Março,Cliente_140,Ana Vitória Barbosa,Niterói,RJ,Sudeste,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,1,1799.01,0.1497,269.31,1529.7,Médio Valor,2025-03-30,2025-03-28,-2,False
ORD02564,2025-03-23,2025,Q1,3,Março,Cliente_160,Vitória da Conceição,Santa Rita,PB,Nordeste,P0017,ACER Notebook Gamer Nitro,Informática,3,4604.0,0.1197,1653.3,12158.7,Alto Valor,2025-03-27,2025-03-30,3,True
ORD02566,2025-03-23,2025,Q1,3,Março,Cliente_170,Nicolas Vieira,Patos,PB,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,4,1626.57,0.007,45.56,6460.72,Alto Valor,2025-04-01,2025-04-04,3,True
ORD02567,2025-03-23,2025,Q1,3,Março,Cliente_177,Dra. Heloísa da Paz,São Paulo,SP,Sudeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,2,17.9,0.0727,2.6,33.2,Baixo Valor,2025-03-28,2025-03-29,1,True
ORD02568,2025-03-23,2025,Q1,3,Março,Cliente_208,Vitor Araújo,Betim,MG,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,3,1079.0,0.1209,391.35,2845.65,Médio Valor,2025-03-28,2025-03-28,0,False
ORD02569,2025-03-23,2025,Q1,3,Março,Cliente_208,Vitor Araújo,Betim,MG,Sudeste,P0019,Mouse Redragon Wireless,Informática,3,165.99,0.0034,1.68,496.29,Baixo Valor,2025-03-28,2025-03-25,-3,False
ORD02570,2025-03-23,2025,Q1,3,Março,Cliente_215,Olivia Souza,Camaçari,BA,Nordeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,2,51.8,0.078,8.08,95.52,Baixo Valor,2025-03-30,2025-03-28,-2,False
ORD02571,2025-03-23,2025,Q1,3,Março,Cliente_223,Felipe da Cunha,Tarauacá,AC,Norte,P0017,ACER Notebook Gamer Nitro,Informática,3,4604.0,0.0495,683.7,13128.3,Alto Valor,2025-03-26,2025-03-26,0,False
ORD02572,2025-03-23,2025,Q1,3,Março,Cliente_225,Enzo Gabriel Ramos,Caxias,MA,Nordeste,P0021,SSD Crucial 1TB NVMe M.2,Informática,2,449.0,0.0183,16.44,881.56,Médio Valor,2025-04-01,2025-04-01,0,False
ORD02573,2025-03-23,2025,Q1,3,Março,Cliente_226,Milena da Conceição,Caruaru,PE,Nordeste,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,4,124.91,0.033,16.48,483.16,Baixo Valor,2025-03-25,2025-03-25,0,False
