id_venda,data_venda,id_cliente,nome_cliente,cidade,estado,regiao,id_produto,produto,categoria,quantidade,preco_unitario,desconto,previsao_entrega,data_entrega
ORD02968,2025-04-05,Cliente_219,Natália da Luz,Cascavel,PR,Sul,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3.0,428.99,0.089,2025-04-07,2025-04-06
ORD02969,2025-04-05,Cliente_275,Marina Caldeira,Porto Alegre,RS,Sul,P0019,Mouse Redragon Wireless,Informática,2.0,165.99,0.1155,2025-04-12,2025-04-11
ORD02970,2025-04-05,Cliente_320,Luana Rezende,Camaçari,BA,Nordeste,P0021,SSD Crucial 1TB NVMe M.2,Informática,1.0,449.0,0.098,2025-04-08,2025-04-06
ORD02971,2025-04-05,Cliente_327,Sra. Maria Eduarda Cardoso,Vila Velha,ES,Sudeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,3.0,949.0,0.0202,2025-04-11,2025-04-11
ORD02972,2025-04-05,Cliente_334,Dr. Rafael Castro,Caicó,RN,Nordeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,3.0,949.0,0.0003,2025-04-13,2025-04-15
ORD02973,2025-04-05,Cliente_335,Larissa Rodrigues,Floriano,PI,Nordeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,2.0,769.9,0.082,2025-04-11,2025-04-10
ORD02974,2025-04-05,Cliente_356,Matheus Ribeiro,Londrina,PR,Sul,P0001,Samsung Galaxy A36,Smartphones e Tablets,2.0,1979.1,0.0494,2025-04-12,2025-04-14
ORD02975,2025-04-05,Cliente_360,Mariane Campos,Teresina,PI,Nordeste,P0003, Carregador Turbo USB-C 30W,Acessórios Mobile,4.0,49.9,0.0411,2025-04-10,2025-04-07
ORD02976,2025-04-05,Cliente_401,Luna Almeida,Juiz de Fora,MG,Sudeste,P0021,SSD Crucial 1TB NVMe M.2,Informática,,449.0,0.0773,2025-04-12,2025-04-14
ORD02977,2025-04-05,Cliente_418,Benício Monteiro,Nova Iguaçu,RJ,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,2.0,1079.0,0.1022,2025-04-09,2025-04-09
ORD02978,2025-04-05,Cliente_520,Isabella Fernandes,Santo André,SP,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1.0,3049.99,0.2273,2025-04-11,2025-04-10
ORD02979,2025-04-06,Cliente_010,Cauã da Rosa,Sobral,CE,Nordeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,4.0,949.0,0.1287,2025-04-09,2025-04-07
ORD02980,2025-04-06,Cliente_036,Bryan Pires,Manacapuru,AM,Norte,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,3.0,769.9,0.0339,2025-04-10,2025-04-10
ORD02981,2025-04-06,cliente_051,Maria Julia Pinto,Blumenau,SC,Sul,P0020,Teclado Mecanico Fizz,Informática,1.0,,0.109,2025-04-08,2025-04-07
ORD02982,2025-04-06,Cliente_090,Caio Novaes,Blumenau,SC,Sul,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,4.0,2742.13,0.0861,2025-04-12,2025-04-11
ORD02983,2025-04-06,Cliente_099,Srta. Maria Luiza Rocha,Blumenau,SC,Sul,P0019,Mouse Redragon Wireless,Informática,,165.99,0.1386,2025-04-11,2025-04-13
ORD02984,2025-04-06,Cliente_099,Srta. Maria Luiza Rocha,Blumenau,SC,Sul,P0019,Mouse Redragon Wireless,Informática,2.0,165.99,0.1741,2025-04-08,2025-04-07
ORD02985,2025-04-06,Cliente_101,Francisco Barbosa,Pelotas,RS,Sul,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,2.0,899.0,0.0301,2025-04-08,2025-04-11
ORD02986,2025-04-06,Cliente_117,Dra. Maysa Fogaça,Propriá,SE,Nordeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,2.0,949.0,0.0048,2025-04-08,2025-04-08
ORD02987,2025-04-06,Cliente_121,Kamilly Pereira,Pelotas,RS,Sul,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,3.0,3049.99,0.0801,2025-04-09,2025-04-11
ORD02988,2025-04-06,Cliente_170,Nicolas Vieira,Patos,PB,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1.0,3049.99,0.1205,2025-04-09,2025-04-07
ORD02989,2025-04-06,Cliente_177,Dra. Heloísa da Paz,São Paulo,SP,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1.0,3049.99,0.1673,2025-04-09,2025-04-09
ORD02990,2025-04-06,Cliente_211,Srta. Natália Cardoso,Cruzeiro do Sul,AC,Norte,P0016,Fone de Ouvido Profissional EDIFIER WH950NB ,Áudio,1.0,899.0,0.0539,2025-04-13,2025-04-12
ORD02991,2025-04-06,Cliente_231,Maria Luiza Rezende,Maringá,PR,Sul,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,3.0,129.86,0.0837,2025-04-10,2025-04-09
ORD02992,2025-04-06,Cliente_243,Laura da Cunha,Maringá,PR,Sul,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3.0,428.99,0.0598,2025-04-08,2025-04-08
ORD02993,2025-04-06,Cliente_243,Laura da Cunha,Maringá,PR,Sul,P0019,Mouse Redragon Wireless,Informática,4.0,165.99,0.1147,2025-04-11,2025-04-11
ORD02994,2025-04-06,Cliente_266,Caroline Carvalho,Cruzeiro do Sul,AC,Norte,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,2.0,1079.0,0.0931,2025-04-09,2025-04-09
ORD02995,2025-04-06,Cliente291,Enzo Gabriel Monteiro,Serra,ES,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,4.0,1079.0,0.0499,2025-04-11,2025-04-10
ORD02996,2025-04-06,Cliente_332,Júlia Moraes,São Bernardo do Campo,SP,Sudeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,1.0,49.9,0.1187,2025-04-08,2025-04-08
ORD02997,2025-04-06,Cliente_339,Srta. Ana Julia Viana,São Gonçalo,RJ,Sudeste,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,1.0,124.91,0.0863,2025-04-11,2025-04-11
ORD02998,2025-04-06,Cliente_358,Paulo Farias,Ji-Paraná,RO,Norte,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,2.0,769.9,0.0274,2025-04-12,2025-04-12
ORD02999,2025-04-06,Cliente_360,Mariane Campos,Teresina,PI,Nordeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,2.0,17.9,0.0551,2025-04-09,2025-04-11
ORD03000,2025-04-06,Cliente_381,Fernanda Rocha,Ribeirão Preto,SP,Sudeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,1.0,1979.1,0.0739,2025-04-12,2025-04-11
ORD03001,2025-04-06,Cliente_382,Bryan Ribeiro,Cachoeiro de Itapemirim,ES,Sudeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1.0,129.86,0.1387,2025-04-14,2025-04-12
ORD03002,2025-04-06,Cliente_395,Luiz Henrique Castro,Betim,MG,Sudeste,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,2.0,2742.13,0.1198,2025-04-13,2025-04-12
ORD03003,2025-04-06,Cliente_395,Luiz Henrique Castro,Betim,MG,Sudeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,1.0,899.0,0.0263,2025-04-10,2025-04-12
ORD03004,2025-04-06,Cliente_416,Maria Julia Duarte,Caicó,RN,Nordeste,P0017,ACER Notebook Gamer Nitro,Informática,3.0,4604.0,0.1175,2025-04-13,2025-04-17
ORD03005,2025-04-07,Cliente_022,Lívia Gomes,Vitória,ES,Sudeste,P0012,"Soundbar Tomate MTS-2017, Bivolt",Áudio,1.0,769.9,0.013,2025-04-12,2025-04-13
ORD03006,,Cliente_030,João Lucas da Costa,Joinville,SC,Sul,P0019,Mouse Redragon Wireless,Informática,2.0,165.99,0.0641,2025-04-09,2025-04-09
ORD03007,2025-04-07,Cliente_036,Bryan Pires,Manacapuru,AM,Norte,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,1.0,124.91,0.0318,2025-04-09,2025-04-08
ORD03008,2025-04-07,Cliente_037,Thiago Araújo,Maringá,PR,Sul,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,3.0,1079.0,0.0474,2025-04-13,2025-04-13
ORD03009,2025-04-07,Cliente_040,Renan Silveira,Propriá,SE,Nordeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,3.0,949.0,0.1372,2025-04-12,2025-04-11
ORD03010,2025-04-07,Cliente_065,Letícia Porto,Santana,AP,Norte,P0006, Fone de ouvido Sem Fio QCY T27,Áudio,4.0,129.86,0.074,2025-04-15,2025-04-14
ORD03011,2025-04-07,Cliente_085,Dra. Maria Sophia Ramos,Maringá,PR,Sul,P0020,Teclado Mecanico Fizz,Informática,1.0,174.9,0.0991,2025-04-09,2025-04-08
ORD03012,2025-04-07,Cliente_109,Gustavo Henrique Cunha,Cantá,RR,Norte,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,2.0,124.91,0.0672,2025-04-13,2025-04-11
ORD03013,2025-04-07,Cliente_129,Pietra Gonçalves,Duque de Caxias,RJ,Sudeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,1.0,51.8,0.0096,2025-04-14,2025-04-12
ORD03014,2025-04-07,Cliente_129,Pietra Gonçalves,Duque de Caxias,RJ,Sudeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,4.0,17.9,0.1054,2025-04-11,2025-04-09
ORD03015,2025-04-07,Cliente_137,Dra. Julia Castro,Rio de Janeiro,RJ,Sudeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,4.0,53.9,0.0609,2025-04-09,2025-04-10
ORD03016,2025-04-07,Cliente_167,Sophie da Cruz,Caucaia,CE,Nordeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,4.0,129.86,0.0159,2025-04-10,2025-04-09
ORD03017,2025-04-07,Cliente_167,Sophie da Cruz,Caucaia,CE,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2.0,428.99,0.0419,2025-04-12,2025-04-17
ORD03018,2025-04-07,Cliente_182,Pedro Henrique Pinto,Parnaíba,PI,Nordeste,P0001,Samsung Galaxy A36,Smartphones e Tablets,1.0,1979.1,0.0744,2025-04-17,2025-04-16
ORD03019,2025-04-07,Cliente_196,Fernando Costa,Vila Velha,ES,Sudeste,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,,949.0,0.0779,2025-04-11,2025-04-10
ORD03020,2025-04-07,Cliente_199,João Guilherme Fogaça,Ananindeua,PA,Norte,P0019,Mouse Redragon Wireless,Informática,,165.99,0.1353,2025-04-12,2025-04-15
ORD03021,2025-04-07,Cliente_208,Vitor Araújo,Betim,MG,Sudeste,P0020,Teclado Mecanico Fizz,Informática,3.0,174.9,0.0254,2025-04-10,2025-04-08
ORD03022,2025-04-07,Cliente_215,Olivia Souza,Camaçari,BA,Nordeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,2.0,129.86,0.0765,2025-04-13,2025-04-12
ORD03023,2025-04-07,Cliente_216,Yasmin Costela,Pelotas,RS,Sul,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,2.0,17.9,0.0853,2025-04-10,2025-04-11
ORD03024,2025-04-07,Cliente_218,Isabel Pereira,Vila Velha,ES,Sudeste,P0021,SSD Crucial 1TB NVMe M.2,Informática,4.0,449.0,0.0451,2025-04-09,2025-04-09
ORD03025,2025-04-07,Cliente_219,Natália da Luz,Cascavel,PR,Sul,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,4.0,1079.0,0.0724,2025-04-13,2025-04-13
ORD03026,2025-04-07,Cliente_231,Maria Luiza Rezende,Maringá,PR,Sul,P0017,ACER Notebook Gamer Nitro,Informática,2.0,4604.0,0.14,2025-04-13,2025-04-16
ORD03027,2025-04-07,Cliente_253,Mariane Lopes,Estância,SE,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,4.0,1626.57,0.007,2025-04-13,2025-04-20
ORD03028,2025-04-07,Cliente_255,Anthony Pires,Caxias do Sul,RS,Sul,P0002,Samsung Galaxy Tab S6 Lite,Smartphones e Tablets,3.0,1799.01,0.0992,2025-04-09,2025-04-08
ORD03029,2025-04-07,Cliente-281,Letícia da Luz,Campina Grande,PB,Nordeste,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,2.0,53.9,0.0245,2025-04-15,2025-04-16
ORD03030,2025-04-07,Cliente_300,Dra. Maria Sophia Nogueira,Chapecó,SC,Sul,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3.0,428.99,0.1191,2025-04-09,2025-04-09
ORD03031,2025-04-07,Cliente_301,Sarah Melo,Curitiba,PR,Sul,P0017,ACER Notebook Gamer Nitro,Informática,2.0,4604.0,0.0525,2025-04-09,2025-04-09
ORD03032,2025-04-07,Cliente_308,Enzo Gabriel Costa,Londrina,PR,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,4.0,1072.0,0.0025,2025-04-10,2025-04-08
ORD03033,2025-04-07,Cliente_313,Noah Rodrigues,Ji-Paraná,RO,Norte,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,4.0,,0.1376,2025-04-16,2025-04-16
ORD03034,2025-04-07,Cliente_315,Calebe Gonçalves,Currais Novos,RN,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,3.0,3049.99,0.0906,2025-04-13,2025-04-12
ORD03035,2025-04-07,Cliente_327,Sra. Maria Eduarda Cardoso,Vila Velha,ES,Sudeste,P0017,ACER Notebook Gamer Nitro,Informática,4.0,4604.0,0.1314,2025-04-14,2025-04-13
ORD03036,2025-04-07,Cliente_329,Sra. Daniela Aragão,Duque de Caxias,RJ,Sudeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,2.0,129.86,0.1336,2025-04-13,2025-04-17
ORD03037,2025-04-07,Cliente_341,Alana Cardoso,Timon,MA,Nordeste,P0020,Teclado Mecanico Fizz,Informática,4.0,174.9,0.0223,2025-04-13,2025-04-12
ORD03038,2025-04-07,Cliente_360,Mariane Campos,Teresina,PI,Nordeste,P0019,Mouse Redragon Wireless,Informática,1.0,165.99,0.0439,2025-04-13,2025-04-17
ORD03039,2025-04-07,Cliente_366,Ana Laura Teixeira,Londrina,PR,Sul,P0025,Webcam Logitech Full HD,Informática,2.0,329.9,0.0509,2025-04-11,2025-04-08
ORD03040,2025-04-07,Cliente_371,Ana Luiza Nunes,Joinville,SC,Sul,P0004,Carregador Turbo Tipo-C 50w,Acessórios Mobile,1.0,53.9,0.0358,2025-04-09,2025-04-08
ORD03041,2025-04-07,Cliente_374,Letícia da Cunha,Florianópolis,SC,Sul,P0020,Teclado Mecanico Fizz,Informática,,174.9,0.0941,2025-04-13,2025-04-11
ORD03042,2025-04-07,Cliente_379,Maitê da Conceição,Manaus,AM,Norte,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,4.0,899.0,0.0948,2025-04-09,2025-04-08
ORD03043,2025-04-07,Cliente_395,Luiz Henrique Castro,Betim,MG,Sudeste,P0027,Caixa de Som Bluetooth JBL,Áudio,2.0,549.9,0.1441,2025-04-12,2025-04-19
ORD03044,2025-04-07,Cliente_408,Maria Julia Duarte,Marabá,PA,Norte,P0018,"Monitor UHD Samsung 32""",Informática,3.0,1626.57,0.058,2025-04-14,2025-04-12
ORD03045,2025-04-07,Cliente_531,Juliana Freitas Ribeiro,Blumenau,SC,Sul,P0025,Webcam Logitech Full HD,Informática,3.0,329.9,0.0592,2025-04-12,2025-04-09
ORD03046,2025-04-08,Cliente_010,Cauã da Rosa,Sobral,CE,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,4.0,1626.57,0.0983,2025-04-13,2025-04-13
ORD03047,2025-04-08,Cliente_012,Dr. Arthur da Cunha,Caracaraí,RR,Norte,P0001,Samsung Galaxy A36,Smartphones e Tablets,3.0,1979.1,0.1763,2025-04-16,2025-04-17
ORD03048,2025-04-08,Cliente016,Sr. Thomas Nascimento,Tarauacá,AC,Norte,P0001,Samsung Galaxy A36,Smartphones e Tablets,1.0,1979.1,0.0932,2025-04-12,2025-04-12
ORD03049,2025-04-08,Cliente_016,Sr. Thomas Nascimento,Tarauacá,AC,Norte,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,1.0,899.0,0.144,2025-04-17,2025-04-16
ORD03050,2025-04-08,Cliente_021,Mirella Rodrigues,Ribeirão Preto,SP,Sudeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,3.0,129.86,0.0471,2025-04-10,2025-04-12
ORD03051,2025-04-08,Cliente_021,Mirella Rodrigues,Ribeirão Preto,SP,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,3.0,1079.0,0.0566,2025-04-10,2025-04-11
ORD03052,2025-04-08,Cliente_024,Juliana Ferreira,Itacoatiara,AM,Norte,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,4.0,17.9,0.1274,2025-04-11,2025-04-11
ORD03053,2025-04-08,Cliente_031,Stella Peixoto,Duque de Caxias,RJ,Sudeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,2.0,17.9,0.048,2025-04-15,2025-04-15
ORD03054,2025-04-08,Cliente_040,Renan Silveira,Propriá,SE,Nordeste,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,1.0,129.86,0.0741,2025-04-10,2025-04-09
ORD03055,2025-04-08,Cliente_045,Juan Mendes,Ji-Paraná,RO,Norte,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2.0,3049.99,0.1033,2025-04-14,2025-04-11
ORD03056,2025-04-08,Cliente_053,Pedro Moreira,Campinas,SP,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,1.0,3049.99,0.1349,2025-04-14,2025-04-18
ORD03057,2025-04-08,Cliente_090,Caio Novaes,Blumenau,SC,Sul,P0018,"Monitor UHD Samsung 32""",Informática,3.0,1626.57,0.012,2025-04-12,2025-04-14
ORD03058,2025-04-08,Cliente_121,Kamilly Pereira,Pelotas,RS,Sul,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,1.0,2742.13,0.0989,2025-04-14,2025-04-13
ORD03059,2025-04-08,Cliente_133!!,Isadora Novaes,Cachoeiro de Itapemirim,ES,Sudeste,P0008,Película de Vidro 3D Galaxy A30s,Acessórios Mobile,4.0,17.9,0.0369,2025-04-11,2025-04-09
ORD03060,2025-04-08,Cliente_160,Vitória da Conceição,Santa Rita,PB,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3.0,428.99,0.0101,2025-04-15,2025-04-13
ORD03061,2025-04-08,Cliente_162,Sra. Lorena Almeida,Manacapuru,AM,Norte,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,3.0,129.86,0.0928,2025-04-10,2025-04-10
ORD03062,2025-04-08,Cliente_172,Luiz Gustavo Rocha,Porto Alegre,RS,Sul,P0009,Smart TV 32” Philco LED Roku TV,TV e Projeção,1.0,949.0,0.011,2025-04-14,2025-04-15
ORD03063,2025-04-08,Cliente_181,Davi Luiz da Conceição,Floriano,PI,Nordeste,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,2.0,1072.0,0.0561,2025-04-13,2025-04-13
ORD03064,2025-04-08,Cliente_188,Ana Beatriz Barbosa,Estância,SE,Nordeste,P0020,Teclado Mecanico Fizz,Informática,2.0,174.9,0.0382,2025-04-11,2025-04-16
ORD03065,2025-04-08,Cliente_189,Cauã Almeida,Patos,PB,Nordeste,P0020,Teclado Mecanico Fizz,Informática,3.0,174.9,0.0404,2025-04-12,2025-04-15
ORD03066,2025-04-08,Cliente_204,Júlia da Mota,Santa Maria,RS,Sul,P0019,Mouse Redragon Wireless,Informática,4.0,165.99,0.0819,2025-04-12,2025-04-15
ORD03067,2025-04-08,Cliente_218,Isabel Pereira,Vila Velha,ES,Sudeste,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,2.0,1072.0,0.017,2025-04-10,2025-04-10
ORD03068,2025-04-08,Cliente_218,Isabel Pereira,Vila Velha,ES,Sudeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,4.0,899.0,0.0694,2025-04-14,2025-04-15
ORD03069,2025-04-08,Cliente223,Felipe da Cunha,Tarauacá,AC,Norte,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,4.0,49.9,0.0573,2025-04-13,2025-04-12
ORD03070,2025-04-08,Cliente_230,Maria Nogueira,Bayeux,PB,Nordeste,P0018,"Monitor UHD Samsung 32""",Informática,3.0,1626.57,0.1255,2025-04-11,2025-04-13
ORD03071,2025-04-08,Cliente_236,Anthony Rezende,Timon,MA,Nordeste,P0014,Projetor EPSON Powerlite Wide Screen,TV e Projeção,4.0,2742.13,0.0262,2025-04-14,2025-04-18
ORD03072,2025-04-08,Cliente_241,Matheus Ribeiro,Curitiba,PR,Sul,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,1.0,1079.0,0.0723,2025-04-12,2025-04-17
ORD03073,2025-04-08,Cliente_267,Manuela Monteiro,Joinville,SC,Sul,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,2.0,49.9,0.0742,2025-04-12,2025-04-10
ORD03074,2025-04-08,Cliente_299,Pietra Duarte,Parintins,AM,Norte,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2.0,428.99,0.1042,2025-04-13,2025-04-13
ORD03075,2025-04-08,Cliente_300,Dra. Maria Sophia Nogueira,Chapecó,SC,Sul,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,,1079.0,0.0353,2025-04-11,2025-04-09
ORD03076,2025-04-08,Cliente_300,Dra. Maria Sophia Nogueira,Chapecó,SC,Sul,P0027,Caixa de Som Bluetooth JBL,Áudio,3.0,549.9,0.0774,2025-04-13,2025-04-13
ORD03077,2025-04-08,Cliente_323,Dr. João Pedro Carvalho,Boa Vista,RR,Norte,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2.0,428.99,0.1457,2025-04-11,2025-04-14
ORD03078,2025-04-08,Cliente_334,Dr. Rafael Castro,Caicó,RN,Nordeste,P0020,Teclado Mecanico Fizz,Informática,4.0,174.9,0.0865,2025-04-14,2025-04-14
ORD03079,2025-04-08,Cliente_357,Amanda Araújo,Araguaína,TO,Norte,P0020,Teclado Mecanico Fizz,Informática,1.0,174.9,0.0909,2025-04-11,2025-04-10
ORD03080,2025-04-08,Cliente_364,Evelyn Azevedo,Fortaleza,CE,Nordeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,,428.99,0.1991,2025-04-11,2025-04-11
ORD03081,2025-04-08,Cliente_384,Brenda Monteiro,Santana,AP,Norte,P0005,"Fone de Ouvido Sem Fio TWS, PHILIPS",Áudio,3.0,124.91,0.0414,2025-04-12,2025-04-11
ORD03082,2025-04-08,Cliente_394,Eduardo Oliveira,Ribeirão Preto,SP,Sudeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2.0,428.99,0.1016,2025-04-12,2025-04-12
ORD03083,2025-04-08,Cliente_409,Eloah Silva,Sobral,CE,Nordeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,2.0,51.8,0.0838,2025-04-13,2025-04-10
ORD03084,2025-04-08,Cliente_474,Benjamin Novaes,Joinville,SC,Sul,P0001,Samsung Galaxy A36,Smartphones e Tablets,3.0,1979.1,0.1997,2025-04-14,2025-04-15
ORD03085,2025-04-08,Cliente_526,Larissa Alves,Juiz de Fora,MG,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2.0,3049.99,0.1728,2025-04-14,2025-04-12
ORD03086,2025-04-08,Cliente_526,Larissa Alves,Juiz de Fora,MG,Sudeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,2.0,428.99,0.0796,2025-04-10,2025-04-09
ORD03087,2025-04-09,Cliente_006,Miguel Cardoso,Juazeiro,BA,Nordeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,3.0,3049.99,0.0795,2025-04-11,2025-04-10
ORD03088,2025-04-09,Cliente_044,Dr. Pedro Porto,Londrina,PR,Sul,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,4.0,3049.99,0.0015,2025-04-15,2025-04-14
ORD03089,2025-04-09,Cliente_072,Sr. Emanuel Rocha,Pelotas,RS,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,1.0,1072.0,0.0701,2025-04-12,2025-04-10
ORD03090,2025-04-09,Cliente_074,Luiz Fernando Freitas,Duque de Caxias,RJ,Sudeste,P0010,"Smart TV LED 32""Samsung LED Tizen TV",TV e Projeção,3.0,1079.0,0.0059,2025-04-11,2025-04-11
ORD03091,2025-04-09,Cliente_075,Rafaela Peixoto,Ribeirão Preto,SP,Sudeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,3.0,899.0,0.0186,2025-04-15,2025-04-12
ORD03092,2025-04-09,Cliente_109,Gustavo Henrique Cunha,Cantá,RR,Norte,P0023,Tablet Lenovo Tab M11,Smartphones e Tablets,2.0,1399.9,0.0843,2025-04-18,2025-04-20
ORD03093,2025-04-09,Cliente_112,Maria Luiza das Neves,Linhares,ES,Sudeste,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,1.0,51.8,0.0833,2025-04-11,2025-04-10
ORD03094,2025-04-09,Cliente_135,Eduardo Pires,Contagem,MG,Sudeste,P0003,Carregador Turbo USB-C 30W,Acessórios Mobile,1.0,49.9,0.0221,2025-04-11,2025-04-10
ORD03095,2025-04-09,Cliente_150,Srta. Gabrielly Cardoso,Serra,ES,Sudeste,P0015,Fone de Ouvido Profissional AKG K92,Áudio,3.0,428.99,0.117,2025-04-17,2025-04-17
ORD03096,2025-04-09,Cliente_150,Srta. Gabrielly Cardoso,Serra,ES,Sudeste,P0027,Caixa de Som Bluetooth JBL,Áudio,2.0,549.9,0.1399,2025-04-14,2025-04-14
ORD03097,2025-04-09,Cliente_165,Maria Fernanda Teixeira,Duque de Caxias,RJ,Sudeste,P0013,"Projetor Smart Epson EpiqVision, FULL HD",TV e Projeção,2.0,3049.99,0.1054,2025-04-13,2025-04-23
ORD03098,2025-04-09,cliente_187,Sabrina Fernandes,Caxias do Sul,RS,Sul,P0011,"Soundbar Samsung com 2.1 canais, Dolby Digital",Áudio,1.0,1072.0,0.0673,2025-04-14,2025-04-12
ORD03099,2025-04-09,Cliente_199,João Guilherme Fogaça,Ananindeua,PA,Norte,P0020,Teclado Mecanico Fizz,Informática,,174.9,0.0075,2025-04-15,2025-04-19
ORD03100,2025-04-09,Cliente_229,Thiago da Paz,Uberlândia,MG,Sudeste,P0016,Fone de Ouvido Profissional EDIFIER WH950NB,Áudio,1.0,899.0,0.0357,2025-04-16,2025-04-20
ORD03101,2025-04-09,Cliente_243,Laura da Cunha,Maringá,PR,Sul,P0006,Fone de ouvido Sem Fio QCY T27,Áudio,3.0,129.86,0.0521,2025-04-13,2025-04-11
ORD03102,2025-04-09,Cliente_278,Bianca Pereira,Porto Nacional,TO,Norte,P0007,Película para iPhone 14Pro Anti impacto,Acessórios Mobile,2.0,51.8,0.0174,2025-04-17,2025-04-19
ORD03103,2025-04-09,Cliente_285,Maria Vitória Jesus,Vitória da Conquista,BA,Nordeste,P0017,ACER Notebook Gamer Nitro,Informática,1.0,4604.0,0.1405,2025-04-15,2025-04-14
